date,close
2023-01-02,760.3108520507812
2023-01-03,773.4630737304688
2023-01-04,759.9356079101562
2023-01-05,756.1255493164062
2023-01-06,750.6510009765625
2023-01-09,773.0397338867188
2023-01-10,764.7749633789062
2023-01-11,757.405029296875
2023-01-12,751.2667846679688
2023-01-13,747.4664916992188
2023-01-16,750.1701049804688
2023-01-17,753.9222412109375
2023-01-18,755.4232177734375
2023-01-19,763.2645263671875
2023-01-20,789.32861328125
2023-01-23,838.7626342773438
2023-01-24,832.046875
2023-01-25,822.175537109375
2023-01-26,822.175537109375
2023-01-27,826.2933349609375
2023-01-30,850.260009765625
2023-01-31,842.6111450195312
2023-02-01,837.5791625976562
2023-02-02,853.1946411132812
2023-02-03,832.651611328125
2023-02-06,834.4295654296875
2023-02-07,831.4920654296875
2023-02-08,836.6810302734375
2023-02-09,838.8164672851562
2023-02-10,837.6182250976562
2023-02-13,779.2460327148438
2023-02-14,788.4545288085938
2023-02-15,795.2378540039062
2023-02-16,817.32666015625
2023-02-17,812.4566650390625
2023-02-20,837.8406372070312
2023-02-21,838.710205078125
2023-02-22,839.212646484375
2023-02-23,854.3540649414062
2023-02-24,845.966796875
2023-02-27,825.9553833007812
2023-02-28,830.728759765625
2023-03-01,831.0572509765625
2023-03-02,821.2689819335938
2023-03-03,822.9502563476562
2023-03-06,836.468505859375
2023-03-07,836.468505859375
2023-03-08,827.0474243164062
2023-03-09,822.3609008789062
2023-03-10,799.3637084960938
2023-03-13,789.3726196289062
2023-03-14,757.8722534179688
2023-03-15,763.3509521484375
2023-03-16,744.4216918945312
2023-03-17,753.8815307617188
2023-03-20,729.4639892578125
2023-03-21,717.47265625
2023-03-22,722.5068359375
2023-03-23,724.4296264648438
2023-03-24,715.13427734375
2023-03-27,702.62109375
2023-03-28,695.3355102539062
2023-03-29,707.3750610351562
2023-03-30,707.3750610351562
2023-03-31,737.0878295898438
2023-04-03,744.2865600585938
2023-04-04,744.2865600585938
2023-04-05,788.3193969726562
2023-04-06,773.0330200195312
2023-04-07,773.0330200195312
2023-04-10,784.860107421875
2023-04-11,773.9508666992188
2023-04-12,785.6137084960938
2023-04-13,778.56005859375
2023-04-14,778.56005859375
2023-04-17,752.123046875
2023-04-18,778.4634399414062
2023-04-19,754.065185546875
2023-04-20,736.9623413085938
2023-04-21,740.305419921875
2023-04-24,752.0650024414062
2023-04-25,759.4761962890625
2023-04-26,762.1334838867188
2023-04-27,782.9275512695312
2023-04-28,808.6689453125
2023-05-01,808.6689453125
2023-05-02,798.26220703125
2023-05-03,792.1939697265625
2023-05-04,793.2955932617188
2023-05-05,795.7402954101562
2023-05-08,795.4794311523438
2023-05-09,797.1800537109375
2023-05-10,800.936767578125
2023-05-11,800.8203125
2023-05-12,793.2194213867188
2023-05-15,802.082275390625
2023-05-16,816.1967163085938
2023-05-17,818.1382446289062
2023-05-18,816.6141357421875
2023-05-19,830.5927734375
2023-05-22,848.60986328125
2023-05-23,835.7086181640625
2023-05-24,826.1759033203125
2023-05-25,834.301025390625
2023-05-26,865.8888549804688
2023-05-29,858.1618041992188
2023-05-30,854.27880859375
2023-05-31,884.3619995117188
2023-06-01,885.730712890625
2023-06-02,891.2930297851562
2023-06-05,891.6134033203125
2023-06-06,857.259033203125
2023-06-07,864.3551025390625
2023-06-08,851.4442749023438
2023-06-09,855.8027954101562
2023-06-12,874.8875732421875
2023-06-13,886.8469848632812
2023-06-14,896.8845825195312
2023-06-15,889.7689819335938
2023-06-16,891.9627685546875
2023-06-19,885.8763427734375
2023-06-20,885.1676635742188
2023-06-21,894.020751953125
2023-06-22,880.4014282226562
2023-06-23,873.5575561523438
2023-06-26,894.3799438476562
2023-06-27,911.6106567382812
2023-06-28,906.4559936523438
2023-06-29,906.4559936523438
2023-06-30,914.6878051757812
2023-07-03,909.4556274414062
2023-07-04,914.1636352539062
2023-07-05,917.43505859375
2023-07-06,921.2889404296876
2023-07-07,910.8729248046876
2023-07-10,895.2730712890625
2023-07-11,911.9019165039062
2023-07-12,902.7477416992188
2023-07-13,923.2691650390624
2023-07-14,956.33251953125
2023-07-17,962.61328125
2023-07-18,964.1080322265624
2023-07-19,946.654296875
2023-07-20,935.6848754882812
2023-07-21,900.9033813476562
2023-07-24,917.4835205078124
2023-07-25,910.11572265625
2023-07-26,915.6294555664062
2023-07-27,911.0767822265624
2023-07-28,907.1160278320312
2023-07-31,913.2122802734376
2023-08-01,940.7327880859376
2023-08-02,923.5796508789062
2023-08-03,928.8720703125
2023-08-04,952.8284912109376
2023-08-07,963.4520263671876
2023-08-08,970.907958984375
2023-08-09,987.8761596679688
2023-08-10,1003.2655639648438
2023-08-11,1026.8516845703125
2023-08-14,1028.6353759765625
2023-08-15,1028.6353759765625
2023-08-16,989.4356079101562
2023-08-17,975.6445922851562
2023-08-18,959.0661010742188
2023-08-21,973.9487915039062
2023-08-22,967.0289306640624
2023-08-23,957.69189453125
2023-08-24,1050.818115234375
2023-08-25,1024.5711669921875
2023-08-28,1008.138916015625
2023-08-29,1018.6064453125
2023-08-30,1032.767822265625
2023-08-31,1065.554443359375
2023-09-01,1062.7181396484375
2023-09-04,1069.9498291015625
2023-09-05,1093.8282470703125
2023-09-06,1096.5767822265625
2023-09-07,1093.6041259765625
2023-09-08,1081.957275390625
2023-09-11,1075.1544189453125
2023-09-12,1064.1995849609375
2023-09-13,1059.8428955078125
2023-09-14,1063.6439208984375
2023-09-15,1095.27099609375
2023-09-18,1080.84619140625
2023-09-19,1080.84619140625
2023-09-20,1056.1102294921875
2023-09-21,1040.184814453125
2023-09-22,1031.83203125
2023-09-25,1030.360595703125
2023-09-26,1012.2908325195312
2023-09-27,1014.5811157226562
2023-09-28,998.6653442382812
2023-09-29,994.990966796875
2023-10-02,994.990966796875
2023-10-03,995.41015625
2023-10-04,1001.0923461914062
2023-10-05,1014.727294921875
2023-10-06,1010.7994384765624
2023-10-09,1001.677001953125
2023-10-10,1012.8851928710938
2023-10-11,1004.7763671875
2023-10-12,993.5193481445312
2023-10-13,975.9273071289062
2023-10-16,982.4573364257812
2023-10-17,986.6580810546876
2023-10-18,992.5836791992188
2023-10-19,995.8389892578124
2023-10-20,974.6504516601562
2023-10-23,958.1403198242188
2023-10-24,958.1403198242188
2023-10-25,954.9531860351562
2023-10-26,955.99609375
2023-10-27,976.3755493164062
2023-10-30,972.4185791015624
2023-10-31,971.5609130859376
2023-11-01,979.8161010742188
2023-11-02,989.3645629882812
2023-11-03,994.5888671875
2023-11-06,1000.8893432617188
2023-11-07,995.4694213867188
2023-11-08,1000.184814453125
2023-11-09,1003.3937377929688
2023-11-10,1005.526611328125
2023-11-13,994.999755859375
2023-11-14,994.999755859375
2023-11-15,1045.4913330078125
2023-11-16,1115.5101318359375
2023-11-17,1110.3935546875
2023-11-20,1116.948486328125
2023-11-21,1100.6983642578125
2023-11-22,1102.46923828125
2023-11-23,1099.5732421875
2023-11-24,1099.35791015625
2023-11-27,1099.35791015625
2023-11-28,1089.1343994140625
2023-11-29,1114.2677001953125
2023-11-30,1127.201416015625
2023-12-01,1118.034423828125
2023-12-04,1110.5892333984375
2023-12-05,1096.873046875
2023-12-06,1115.637451171875
2023-12-07,1115.4222412109375
2023-12-08,1131.5352783203125
2023-12-11,1147.5308837890625
2023-12-12,1145.946044921875
2023-12-13,1140.819580078125
2023-12-14,1204.655517578125
2023-12-15,1260.058349609375
2023-12-18,1260.3028564453125
2023-12-19,1227.48974609375
2023-12-20,1181.6353759765625
2023-12-21,1199.0203857421875
2023-12-22,1230.7772216796875
2023-12-25,1230.7772216796875
2023-12-26,1228.00830078125
2023-12-27,1232.5771484375
2023-12-28,1227.284423828125
2023-12-29,1227.6854248046875
2024-01-01,1211.67041015625
2024-01-02,1181.48876953125
2024-01-03,1159.946044921875
2024-01-04,1165.00390625
2024-01-05,1188.9339599609375
2024-01-08,1185.83251953125
2024-01-09,1187.2706298828125
2024-01-10,1203.784912109375
2024-01-11,1220.582763671875
2024-01-12,1289.9659423828125
2024-01-15,1294.143310546875
2024-01-16,1290.807373046875
2024-01-17,1296.66748046875
2024-01-18,1269.2056884765625
2024-01-19,1255.2645263671875
2024-01-22,1255.2645263671875
2024-01-23,1213.4410400390625
2024-01-24,1246.2347412109375
2024-01-25,1214.115966796875
2024-01-26,1214.115966796875
2024-01-29,1223.840576171875
2024-01-30,1221.893798828125
2024-01-31,1222.930908203125
2024-02-01,1207.208984375
2024-02-02,1257.2213134765625
2024-02-05,1249.3616943359375
2024-02-06,1287.531494140625
2024-02-07,1291.9862060546875
2024-02-08,1296.86279296875
2024-02-09,1275.746826171875
2024-02-12,1308.2156982421875
2024-02-13,1307.371826171875
2024-02-14,1270.1341552734375
2024-02-15,1304.01611328125
2024-02-16,1308.05859375
2024-02-19,1325.622802734375
